"county","period","Deficiency","Cases"
"Makueni","2021-10-31","stunted_child",424
"Makueni","2021-11-28","total_dewormed",17724
"Makueni","2021-11-28","underweight_child",722
"Makueni","2021-11-28","acute_malnutrition",6
"Makueni","2021-11-28","diarrhoea_cases",1994
"Makueni","2021-11-28","stunted_child",402
"Mandera","2023-01-01","total_dewormed",4536
"Mandera","2023-01-01","underweight_child",1379
"Mandera","2023-01-01","acute_malnutrition",394
"Mandera","2023-01-01","diarrhoea_cases",7531
"Mandera","2023-01-01","stunted_child",468
"Mandera","2023-01-29","total_dewormed",3196
"Mandera","2023-01-29","underweight_child",1203
"Mandera","2023-01-29","acute_malnutrition",167
"Mandera","2023-01-29","diarrhoea_cases",7923
"Mandera","2023-01-29","stunted_child",269
"Mandera","2023-02-26","total_dewormed",2996
"Mandera","2023-02-26","underweight_child",1322
"Mandera","2023-02-26","acute_malnutrition",314
"Mandera","2023-02-26","diarrhoea_cases",7749
"Mandera","2023-02-26","stunted_child",409
"Mandera","2023-03-26","total_dewormed",3125
"Mandera","2023-03-26","underweight_child",974
"Mandera","2023-03-26","acute_malnutrition",135
"Mandera","2023-03-26","diarrhoea_cases",8244
"Mandera","2023-03-26","stunted_child",291
"Mandera","2023-04-30","total_dewormed",2656
"Mandera","2023-04-30","underweight_child",902
"Mandera","2023-04-30","acute_malnutrition",174
"Mandera","2023-04-30","diarrhoea_cases",10137
"Mandera","2023-04-30","stunted_child",346
"Mandera","2023-05-28","total_dewormed",28799
"Mandera","2023-05-28","underweight_child",1554
"Mandera","2023-05-28","acute_malnutrition",166
"Mandera","2023-05-28","diarrhoea_cases",6241
"Mandera","2023-05-28","stunted_child",240
"Mandera","2021-12-26","total_dewormed",2452
"Mandera","2021-12-26","underweight_child",956
"Mandera","2021-12-26","acute_malnutrition",182
"Mandera","2021-12-26","diarrhoea_cases",8057
"Mandera","2021-12-26","stunted_child",307
"Mandera","2022-01-30","total_dewormed",2807
"Mandera","2022-01-30","underweight_child",900
"Mandera","2022-01-30","acute_malnutrition",162
"Mandera","2022-01-30","diarrhoea_cases",6994
"Mandera","2022-01-30","stunted_child",306
"Mandera","2022-02-27","total_dewormed",2490
"Mandera","2022-02-27","underweight_child",1172
"Mandera","2022-02-27","acute_malnutrition",160
"Mandera","2022-02-27","diarrhoea_cases",7021
"Mandera","2022-02-27","stunted_child",383
"Mandera","2022-03-27","total_dewormed",2172
"Mandera","2022-03-27","underweight_child",1159
"Mandera","2022-03-27","acute_malnutrition",194
"Mandera","2022-03-27","diarrhoea_cases",6308
"Mandera","2022-03-27","stunted_child",365
"Mandera","2022-05-01","total_dewormed",3208
"Mandera","2022-05-01","underweight_child",2005
"Mandera","2022-05-01","acute_malnutrition",358
"Mandera","2022-05-01","diarrhoea_cases",7029
"Mandera","2022-05-01","stunted_child",670
"Mandera","2022-05-29","total_dewormed",2410
"Mandera","2022-05-29","underweight_child",1666
"Mandera","2022-05-29","acute_malnutrition",284
"Mandera","2022-05-29","diarrhoea_cases",7434
"Mandera","2022-05-29","stunted_child",570
"Mandera","2022-06-26","total_dewormed",2597
"Mandera","2022-06-26","underweight_child",1413
"Mandera","2022-06-26","acute_malnutrition",372
"Mandera","2022-06-26","diarrhoea_cases",6530
"Mandera","2022-06-26","stunted_child",385
"Mandera","2022-07-31","total_dewormed",2291
"Mandera","2022-07-31","underweight_child",1372
"Mandera","2022-07-31","acute_malnutrition",236
"Mandera","2022-07-31","diarrhoea_cases",6172
"Mandera","2022-07-31","stunted_child",525
"Mandera","2022-08-28","total_dewormed",2186
"Mandera","2022-08-28","underweight_child",1656
"Mandera","2022-08-28","acute_malnutrition",332
"Mandera","2022-08-28","diarrhoea_cases",7127
"Mandera","2022-08-28","stunted_child",390
"Mandera","2022-09-25","total_dewormed",2333
"Mandera","2022-09-25","underweight_child",1603
"Mandera","2022-09-25","acute_malnutrition",410
"Mandera","2022-09-25","diarrhoea_cases",6274
"Mandera","2022-09-25","stunted_child",601
"Mandera","2022-10-30","total_dewormed",3164
"Mandera","2022-10-30","underweight_child",1503
"Mandera","2022-10-30","acute_malnutrition",362
"Mandera","2022-10-30","diarrhoea_cases",6512
"Mandera","2022-10-30","stunted_child",300
"Mandera","2022-11-27","total_dewormed",7862
"Mandera","2022-11-27","underweight_child",1128
"Mandera","2022-11-27","acute_malnutrition",430
"Mandera","2022-11-27","diarrhoea_cases",7692
"Mandera","2022-11-27","stunted_child",329
"Mandera","2020-12-27","total_dewormed",3986
"Mandera","2020-12-27","underweight_child",1027
"Mandera","2020-12-27","acute_malnutrition",23
"Mandera","2020-12-27","diarrhoea_cases",5216
"Mandera","2020-12-27","stunted_child",302
"Mandera","2021-01-31","total_dewormed",3572
"Mandera","2021-01-31","underweight_child",1026
"Mandera","2021-01-31","acute_malnutrition",18
"Mandera","2021-01-31","diarrhoea_cases",3894
"Mandera","2021-01-31","stunted_child",136
"Mandera","2021-02-28","total_dewormed",3460
"Mandera","2021-02-28","underweight_child",877
"Mandera","2021-02-28","acute_malnutrition",72
"Mandera","2021-02-28","diarrhoea_cases",4608
"Mandera","2021-02-28","stunted_child",126
"Mandera","2021-03-28","total_dewormed",3664
"Mandera","2021-03-28","underweight_child",1105
"Mandera","2021-03-28","acute_malnutrition",99
"Mandera","2021-03-28","diarrhoea_cases",4479
"Mandera","2021-03-28","stunted_child",167
"Mandera","2021-04-25","total_dewormed",2693
"Mandera","2021-04-25","underweight_child",1202
"Mandera","2021-04-25","acute_malnutrition",55
"Mandera","2021-04-25","diarrhoea_cases",5625
"Mandera","2021-04-25","stunted_child",232
"Mandera","2021-05-30","total_dewormed",3424
"Mandera","2021-05-30","underweight_child",1843
"Mandera","2021-05-30","acute_malnutrition",51
"Mandera","2021-05-30","diarrhoea_cases",5650
"Mandera","2021-05-30","stunted_child",874
"Mandera","2021-06-27","total_dewormed",3010
"Mandera","2021-06-27","underweight_child",1041
"Mandera","2021-06-27","acute_malnutrition",103
"Mandera","2021-06-27","diarrhoea_cases",4287
"Mandera","2021-06-27","stunted_child",390
"Mandera","2021-08-01","total_dewormed",2728
"Mandera","2021-08-01","underweight_child",943
"Mandera","2021-08-01","acute_malnutrition",55
"Mandera","2021-08-01","diarrhoea_cases",4493
"Mandera","2021-08-01","stunted_child",293
"Mandera","2021-08-29","total_dewormed",3234
"Mandera","2021-08-29","underweight_child",1247
"Mandera","2021-08-29","acute_malnutrition",66
"Mandera","2021-08-29","diarrhoea_cases",4412
"Mandera","2021-08-29","stunted_child",204
"Mandera","2021-09-26","total_dewormed",3512
"Mandera","2021-09-26","underweight_child",1643
"Mandera","2021-09-26","acute_malnutrition",196
"Mandera","2021-09-26","diarrhoea_cases",4503
"Mandera","2021-09-26","stunted_child",345
"Mandera","2021-10-31","total_dewormed",3909
"Mandera","2021-10-31","underweight_child",1377
"Mandera","2021-10-31","acute_malnutrition",133
"Mandera","2021-10-31","diarrhoea_cases",4946
"Mandera","2021-10-31","stunted_child",174
"Mandera","2021-11-28","total_dewormed",3817
"Mandera","2021-11-28","underweight_child",1215
"Mandera","2021-11-28","acute_malnutrition",150
"Mandera","2021-11-28","diarrhoea_cases",5944
"Mandera","2021-11-28","stunted_child",176
"Marsabit","2023-01-01","total_dewormed",2667
"Marsabit","2023-01-01","underweight_child",2657
"Marsabit","2023-01-01","acute_malnutrition",165
"Marsabit","2023-01-01","diarrhoea_cases",1344
"Marsabit","2023-01-01","stunted_child",1074
"Marsabit","2023-01-29","total_dewormed",13868
"Marsabit","2023-01-29","underweight_child",4564
"Marsabit","2023-01-29","acute_malnutrition",257
"Marsabit","2023-01-29","diarrhoea_cases",1449
"Marsabit","2023-01-29","stunted_child",1656
"Marsabit","2023-02-26","total_dewormed",7768
"Marsabit","2023-02-26","underweight_child",3545
"Marsabit","2023-02-26","acute_malnutrition",331
"Marsabit","2023-02-26","diarrhoea_cases",2137
"Marsabit","2023-02-26","stunted_child",1094
"Marsabit","2023-03-26","total_dewormed",2755
"Marsabit","2023-03-26","underweight_child",2932
"Marsabit","2023-03-26","acute_malnutrition",224
"Marsabit","2023-03-26","diarrhoea_cases",2658
"Marsabit","2023-03-26","stunted_child",709
"Marsabit","2023-04-30","total_dewormed",13197
"Marsabit","2023-04-30","underweight_child",3131
"Marsabit","2023-04-30","acute_malnutrition",152
"Marsabit","2023-04-30","diarrhoea_cases",3159
"Marsabit","2023-04-30","stunted_child",713
"Marsabit","2023-05-28","total_dewormed",12133
"Marsabit","2023-05-28","underweight_child",2969
"Marsabit","2023-05-28","acute_malnutrition",162
"Marsabit","2023-05-28","diarrhoea_cases",1437
"Marsabit","2023-05-28","stunted_child",1051
"Marsabit","2021-12-26","total_dewormed",3479
"Marsabit","2021-12-26","underweight_child",2664
"Marsabit","2021-12-26","acute_malnutrition",63
"Marsabit","2021-12-26","diarrhoea_cases",1973
"Marsabit","2021-12-26","stunted_child",1265
"Marsabit","2022-01-30","total_dewormed",2496
"Marsabit","2022-01-30","underweight_child",2280
"Marsabit","2022-01-30","acute_malnutrition",119
"Marsabit","2022-01-30","diarrhoea_cases",1483
"Marsabit","2022-01-30","stunted_child",489
"Marsabit","2022-02-27","total_dewormed",2064
"Marsabit","2022-02-27","underweight_child",2045
"Marsabit","2022-02-27","acute_malnutrition",163
"Marsabit","2022-02-27","diarrhoea_cases",1638
"Marsabit","2022-02-27","stunted_child",415
"Marsabit","2022-03-27","total_dewormed",2661
"Marsabit","2022-03-27","underweight_child",2594
"Marsabit","2022-03-27","acute_malnutrition",228
"Marsabit","2022-03-27","diarrhoea_cases",1791
"Marsabit","2022-03-27","stunted_child",514
"Marsabit","2022-05-01","total_dewormed",17456
"Marsabit","2022-05-01","underweight_child",2360
"Marsabit","2022-05-01","acute_malnutrition",106
"Marsabit","2022-05-01","diarrhoea_cases",2398
"Marsabit","2022-05-01","stunted_child",589
"Marsabit","2022-05-29","total_dewormed",12555
"Marsabit","2022-05-29","underweight_child",4160
"Marsabit","2022-05-29","acute_malnutrition",117
"Marsabit","2022-05-29","diarrhoea_cases",2033
"Marsabit","2022-05-29","stunted_child",1142
"Marsabit","2022-06-26","total_dewormed",2368
"Marsabit","2022-06-26","underweight_child",1836
"Marsabit","2022-06-26","acute_malnutrition",38
"Marsabit","2022-06-26","diarrhoea_cases",1401
"Marsabit","2022-06-26","stunted_child",273
"Marsabit","2022-07-31","total_dewormed",1991
"Marsabit","2022-07-31","underweight_child",1772
"Marsabit","2022-07-31","acute_malnutrition",21
"Marsabit","2022-07-31","diarrhoea_cases",1250
"Marsabit","2022-07-31","stunted_child",715
"Marsabit","2022-08-28","total_dewormed",13565
"Marsabit","2022-08-28","underweight_child",3856
"Marsabit","2022-08-28","acute_malnutrition",368
"Marsabit","2022-08-28","diarrhoea_cases",1538
"Marsabit","2022-08-28","stunted_child",679
"Marsabit","2022-09-25","total_dewormed",2977
"Marsabit","2022-09-25","underweight_child",2623
"Marsabit","2022-09-25","acute_malnutrition",37
"Marsabit","2022-09-25","diarrhoea_cases",1228
"Marsabit","2022-09-25","stunted_child",1182
"Marsabit","2022-10-30","total_dewormed",12634
"Marsabit","2022-10-30","underweight_child",2657
"Marsabit","2022-10-30","acute_malnutrition",138
"Marsabit","2022-10-30","diarrhoea_cases",1360
"Marsabit","2022-10-30","stunted_child",794
"Marsabit","2022-11-27","total_dewormed",6392
"Marsabit","2022-11-27","underweight_child",2015
"Marsabit","2022-11-27","acute_malnutrition",148
"Marsabit","2022-11-27","diarrhoea_cases",1291
"Marsabit","2022-11-27","stunted_child",181
"Marsabit","2020-12-27","total_dewormed",2212
"Marsabit","2020-12-27","underweight_child",753
"Marsabit","2020-12-27","acute_malnutrition",23
"Marsabit","2020-12-27","diarrhoea_cases",1947
"Marsabit","2020-12-27","stunted_child",340
"Marsabit","2021-01-31","total_dewormed",2388
"Marsabit","2021-01-31","underweight_child",1012
"Marsabit","2021-01-31","acute_malnutrition",22
"Marsabit","2021-01-31","diarrhoea_cases",1792
"Marsabit","2021-01-31","stunted_child",549
"Marsabit","2021-02-28","total_dewormed",2920
"Marsabit","2021-02-28","underweight_child",1561
"Marsabit","2021-02-28","acute_malnutrition",109
"Marsabit","2021-02-28","diarrhoea_cases",2200
"Marsabit","2021-02-28","stunted_child",550
"Marsabit","2021-03-28","total_dewormed",4045
"Marsabit","2021-03-28","underweight_child",1403
"Marsabit","2021-03-28","acute_malnutrition",91
"Marsabit","2021-03-28","diarrhoea_cases",1726
"Marsabit","2021-03-28","stunted_child",396
"Marsabit","2021-04-25","total_dewormed",15936
"Marsabit","2021-04-25","underweight_child",1406
"Marsabit","2021-04-25","acute_malnutrition",34
"Marsabit","2021-04-25","diarrhoea_cases",1877
"Marsabit","2021-04-25","stunted_child",681
"Marsabit","2021-05-30","total_dewormed",16681
"Marsabit","2021-05-30","underweight_child",1027
"Marsabit","2021-05-30","acute_malnutrition",13
"Marsabit","2021-05-30","diarrhoea_cases",1613
"Marsabit","2021-05-30","stunted_child",374
"Marsabit","2021-06-27","total_dewormed",2435
"Marsabit","2021-06-27","underweight_child",1203
"Marsabit","2021-06-27","acute_malnutrition",5
"Marsabit","2021-06-27","diarrhoea_cases",1764
"Marsabit","2021-06-27","stunted_child",644
"Marsabit","2021-08-01","total_dewormed",2783
"Marsabit","2021-08-01","underweight_child",1023
"Marsabit","2021-08-01","acute_malnutrition",5
"Marsabit","2021-08-01","diarrhoea_cases",1658
"Marsabit","2021-08-01","stunted_child",247
"Marsabit","2021-08-29","total_dewormed",2453
"Marsabit","2021-08-29","underweight_child",1225
"Marsabit","2021-08-29","acute_malnutrition",43
"Marsabit","2021-08-29","diarrhoea_cases",1738
"Marsabit","2021-08-29","stunted_child",212
"Marsabit","2021-09-26","total_dewormed",2714
"Marsabit","2021-09-26","underweight_child",1454
"Marsabit","2021-09-26","acute_malnutrition",24
"Marsabit","2021-09-26","diarrhoea_cases",1471
"Marsabit","2021-09-26","stunted_child",629
"Marsabit","2021-10-31","total_dewormed",28369
"Marsabit","2021-10-31","underweight_child",1416
"Marsabit","2021-10-31","acute_malnutrition",181
"Marsabit","2021-10-31","diarrhoea_cases",1560
"Marsabit","2021-10-31","stunted_child",572
"Marsabit","2021-11-28","total_dewormed",2775
"Marsabit","2021-11-28","underweight_child",1412
"Marsabit","2021-11-28","acute_malnutrition",47
"Marsabit","2021-11-28","diarrhoea_cases",1734
"Marsabit","2021-11-28","stunted_child",605
"Meru","2023-01-01","total_dewormed",4733
"Meru","2023-01-01","underweight_child",688
"Meru","2023-01-01","acute_malnutrition",26
"Meru","2023-01-01","diarrhoea_cases",2767
"Meru","2023-01-01","stunted_child",381
"Meru","2023-01-29","total_dewormed",4790
"Meru","2023-01-29","underweight_child",654
"Meru","2023-01-29","acute_malnutrition",51
"Meru","2023-01-29","diarrhoea_cases",2646
"Meru","2023-01-29","stunted_child",473
"Meru","2023-02-26","total_dewormed",4916
"Meru","2023-02-26","underweight_child",1054
"Meru","2023-02-26","acute_malnutrition",107
"Meru","2023-02-26","diarrhoea_cases",3095
"Meru","2023-02-26","stunted_child",442
"Meru","2023-03-26","total_dewormed",4366
"Meru","2023-03-26","underweight_child",901
"Meru","2023-03-26","acute_malnutrition",61
"Meru","2023-03-26","diarrhoea_cases",2254
"Meru","2023-03-26","stunted_child",463
"Meru","2023-04-30","total_dewormed",4775
"Meru","2023-04-30","underweight_child",1160
"Meru","2023-04-30","acute_malnutrition",74
"Meru","2023-04-30","diarrhoea_cases",2530
"Meru","2023-04-30","stunted_child",1367
"Meru","2023-05-28","total_dewormed",179181
"Meru","2023-05-28","underweight_child",900
"Meru","2023-05-28","acute_malnutrition",50
"Meru","2023-05-28","diarrhoea_cases",1971
"Meru","2023-05-28","stunted_child",443
"Meru","2021-12-26","total_dewormed",2799
"Meru","2021-12-26","underweight_child",883
"Meru","2021-12-26","acute_malnutrition",83
"Meru","2021-12-26","diarrhoea_cases",2544
"Meru","2021-12-26","stunted_child",328
"Meru","2022-01-30","total_dewormed",3500
"Meru","2022-01-30","underweight_child",757
"Meru","2022-01-30","acute_malnutrition",67
"Meru","2022-01-30","diarrhoea_cases",2371
"Meru","2022-01-30","stunted_child",320
"Meru","2022-02-27","total_dewormed",3382
"Meru","2022-02-27","underweight_child",727
"Meru","2022-02-27","acute_malnutrition",83
"Meru","2022-02-27","diarrhoea_cases",2307
"Meru","2022-02-27","stunted_child",605
"Meru","2022-03-27","total_dewormed",3425
"Meru","2022-03-27","underweight_child",667
"Meru","2022-03-27","acute_malnutrition",28
"Meru","2022-03-27","diarrhoea_cases",1718
"Meru","2022-03-27","stunted_child",423
"Meru","2022-05-01","total_dewormed",3828
"Meru","2022-05-01","underweight_child",689
"Meru","2022-05-01","acute_malnutrition",32
"Meru","2022-05-01","diarrhoea_cases",1881
"Meru","2022-05-01","stunted_child",325
"Meru","2022-05-29","total_dewormed",34904
"Meru","2022-05-29","underweight_child",904
"Meru","2022-05-29","acute_malnutrition",47
"Meru","2022-05-29","diarrhoea_cases",1747
"Meru","2022-05-29","stunted_child",264
"Meru","2022-06-26","total_dewormed",3741
"Meru","2022-06-26","underweight_child",582
"Meru","2022-06-26","acute_malnutrition",29
"Meru","2022-06-26","diarrhoea_cases",2181
"Meru","2022-06-26","stunted_child",195
"Meru","2022-07-31","total_dewormed",3588
"Meru","2022-07-31","underweight_child",604
"Meru","2022-07-31","acute_malnutrition",43
"Meru","2022-07-31","diarrhoea_cases",1373
"Meru","2022-07-31","stunted_child",364
"Meru","2022-08-28","total_dewormed",3859
"Meru","2022-08-28","underweight_child",735
"Meru","2022-08-28","acute_malnutrition",41
"Meru","2022-08-28","diarrhoea_cases",1560
"Meru","2022-08-28","stunted_child",376
"Meru","2022-09-25","total_dewormed",4150
"Meru","2022-09-25","underweight_child",717
"Meru","2022-09-25","acute_malnutrition",40
"Meru","2022-09-25","diarrhoea_cases",1745
"Meru","2022-09-25","stunted_child",350
"Meru","2022-10-30","total_dewormed",83892
"Meru","2022-10-30","underweight_child",626
"Meru","2022-10-30","acute_malnutrition",35
"Meru","2022-10-30","diarrhoea_cases",1894
"Meru","2022-10-30","stunted_child",320
"Meru","2022-11-27","total_dewormed",24349
"Meru","2022-11-27","underweight_child",776
"Meru","2022-11-27","acute_malnutrition",17
"Meru","2022-11-27","diarrhoea_cases",2066
"Meru","2022-11-27","stunted_child",423
"Meru","2020-12-27","total_dewormed",1872
"Meru","2020-12-27","underweight_child",284
"Meru","2020-12-27","acute_malnutrition",19
"Meru","2020-12-27","diarrhoea_cases",1131
"Meru","2020-12-27","stunted_child",157
"Meru","2021-01-31","total_dewormed",3380
"Meru","2021-01-31","underweight_child",491
"Meru","2021-01-31","acute_malnutrition",20
"Meru","2021-01-31","diarrhoea_cases",2529
"Meru","2021-01-31","stunted_child",213
"Meru","2021-02-28","total_dewormed",3528
"Meru","2021-02-28","underweight_child",595
"Meru","2021-02-28","acute_malnutrition",22
"Meru","2021-02-28","diarrhoea_cases",2724
"Meru","2021-02-28","stunted_child",433
"Meru","2021-03-28","total_dewormed",3199
"Meru","2021-03-28","underweight_child",670
"Meru","2021-03-28","acute_malnutrition",20
"Meru","2021-03-28","diarrhoea_cases",2350
"Meru","2021-03-28","stunted_child",503
"Meru","2021-04-25","total_dewormed",3373
"Meru","2021-04-25","underweight_child",477
"Meru","2021-04-25","acute_malnutrition",17
"Meru","2021-04-25","diarrhoea_cases",2111
"Meru","2021-04-25","stunted_child",158
"Meru","2021-05-30","total_dewormed",39597
"Meru","2021-05-30","underweight_child",510
"Meru","2021-05-30","acute_malnutrition",28
"Meru","2021-05-30","diarrhoea_cases",1746
"Meru","2021-05-30","stunted_child",239
"Meru","2021-06-27","total_dewormed",5086
"Meru","2021-06-27","underweight_child",3276
"Meru","2021-06-27","acute_malnutrition",29
"Meru","2021-06-27","diarrhoea_cases",1419
"Meru","2021-06-27","stunted_child",531
"Meru","2021-08-01","total_dewormed",4605
"Meru","2021-08-01","underweight_child",2071
"Meru","2021-08-01","acute_malnutrition",22
"Meru","2021-08-01","diarrhoea_cases",1566
"Meru","2021-08-01","stunted_child",270
"Meru","2021-08-29","total_dewormed",4568
"Meru","2021-08-29","underweight_child",597
"Meru","2021-08-29","acute_malnutrition",23
"Meru","2021-08-29","diarrhoea_cases",1481
"Meru","2021-08-29","stunted_child",237
"Meru","2021-09-26","total_dewormed",4639
"Meru","2021-09-26","underweight_child",3383
"Meru","2021-09-26","acute_malnutrition",26
"Meru","2021-09-26","diarrhoea_cases",1819
"Meru","2021-09-26","stunted_child",373
"Meru","2021-10-31","total_dewormed",4952
"Meru","2021-10-31","underweight_child",676
"Meru","2021-10-31","acute_malnutrition",18
"Meru","2021-10-31","diarrhoea_cases",2113
"Meru","2021-10-31","stunted_child",329
"Meru","2021-11-28","total_dewormed",31222
"Meru","2021-11-28","underweight_child",644
"Meru","2021-11-28","acute_malnutrition",34
"Meru","2021-11-28","diarrhoea_cases",2045
"Meru","2021-11-28","stunted_child",250
"Migori","2023-01-01","total_dewormed",6739
"Migori","2023-01-01","underweight_child",498
"Migori","2023-01-01","acute_malnutrition",29
"Migori","2023-01-01","diarrhoea_cases",2593
"Migori","2023-01-01","stunted_child",315
"Migori","2023-01-29","total_dewormed",6445
"Migori","2023-01-29","underweight_child",463
"Migori","2023-01-29","acute_malnutrition",11
"Migori","2023-01-29","diarrhoea_cases",3185
"Migori","2023-01-29","stunted_child",301
"Migori","2023-02-26","total_dewormed",6870
"Migori","2023-02-26","underweight_child",653
"Migori","2023-02-26","acute_malnutrition",22
"Migori","2023-02-26","diarrhoea_cases",3006
"Migori","2023-02-26","stunted_child",354
"Migori","2023-03-26","total_dewormed",6210
"Migori","2023-03-26","underweight_child",464
"Migori","2023-03-26","acute_malnutrition",35
"Migori","2023-03-26","diarrhoea_cases",1825
"Migori","2023-03-26","stunted_child",250
"Migori","2023-04-30","total_dewormed",14280
"Migori","2023-04-30","underweight_child",560
"Migori","2023-04-30","acute_malnutrition",28
"Migori","2023-04-30","diarrhoea_cases",2086
"Migori","2023-04-30","stunted_child",215
"Migori","2023-05-28","total_dewormed",7546
"Migori","2023-05-28","underweight_child",418
"Migori","2023-05-28","acute_malnutrition",33
"Migori","2023-05-28","diarrhoea_cases",2301
"Migori","2023-05-28","stunted_child",332
"Migori","2021-12-26","total_dewormed",6596
"Migori","2021-12-26","underweight_child",353
"Migori","2021-12-26","acute_malnutrition",18
"Migori","2021-12-26","diarrhoea_cases",2481
"Migori","2021-12-26","stunted_child",192
"Migori","2022-01-30","total_dewormed",6739
"Migori","2022-01-30","underweight_child",343
"Migori","2022-01-30","acute_malnutrition",29
"Migori","2022-01-30","diarrhoea_cases",2281
"Migori","2022-01-30","stunted_child",149
"Migori","2022-02-27","total_dewormed",7589
"Migori","2022-02-27","underweight_child",316
"Migori","2022-02-27","acute_malnutrition",20
"Migori","2022-02-27","diarrhoea_cases",2644
"Migori","2022-02-27","stunted_child",298
"Migori","2022-03-27","total_dewormed",6107
"Migori","2022-03-27","underweight_child",370
"Migori","2022-03-27","acute_malnutrition",8
"Migori","2022-03-27","diarrhoea_cases",1925
"Migori","2022-03-27","stunted_child",155
"Migori","2022-05-01","total_dewormed",6746
"Migori","2022-05-01","underweight_child",395
"Migori","2022-05-01","acute_malnutrition",31
"Migori","2022-05-01","diarrhoea_cases",2278
"Migori","2022-05-01","stunted_child",172
"Migori","2022-05-29","total_dewormed",9457
"Migori","2022-05-29","underweight_child",423
"Migori","2022-05-29","acute_malnutrition",17
"Migori","2022-05-29","diarrhoea_cases",2254
"Migori","2022-05-29","stunted_child",251
"Migori","2022-06-26","total_dewormed",7133
"Migori","2022-06-26","underweight_child",301
"Migori","2022-06-26","acute_malnutrition",13
"Migori","2022-06-26","diarrhoea_cases",2136
"Migori","2022-06-26","stunted_child",210
"Migori","2022-07-31","total_dewormed",6570
"Migori","2022-07-31","underweight_child",345
"Migori","2022-07-31","acute_malnutrition",1
"Migori","2022-07-31","diarrhoea_cases",2540
"Migori","2022-07-31","stunted_child",149
"Migori","2022-08-28","total_dewormed",7971
"Migori","2022-08-28","underweight_child",674
"Migori","2022-08-28","acute_malnutrition",65
"Migori","2022-08-28","diarrhoea_cases",2696
"Migori","2022-08-28","stunted_child",459
"Migori","2022-09-25","total_dewormed",7642
"Migori","2022-09-25","underweight_child",566
"Migori","2022-09-25","acute_malnutrition",41
"Migori","2022-09-25","diarrhoea_cases",2347
"Migori","2022-09-25","stunted_child",269
"Migori","2022-10-30","total_dewormed",42024
"Migori","2022-10-30","underweight_child",541
"Migori","2022-10-30","acute_malnutrition",62
"Migori","2022-10-30","diarrhoea_cases",2393
"Migori","2022-10-30","stunted_child",248
"Migori","2022-11-27","total_dewormed",6825
"Migori","2022-11-27","underweight_child",471
"Migori","2022-11-27","acute_malnutrition",47
"Migori","2022-11-27","diarrhoea_cases",2024
"Migori","2022-11-27","stunted_child",277
"Migori","2020-12-27","total_dewormed",7981
"Migori","2020-12-27","underweight_child",103
"Migori","2020-12-27","acute_malnutrition",27
"Migori","2020-12-27","diarrhoea_cases",1002
"Migori","2020-12-27","stunted_child",30
"Migori","2021-01-31","total_dewormed",2257
"Migori","2021-01-31","underweight_child",224
"Migori","2021-01-31","acute_malnutrition",16
"Migori","2021-01-31","diarrhoea_cases",1281
"Migori","2021-01-31","stunted_child",53
"Migori","2021-02-28","total_dewormed",6848
"Migori","2021-02-28","underweight_child",292
"Migori","2021-02-28","acute_malnutrition",35
"Migori","2021-02-28","diarrhoea_cases",3171
"Migori","2021-02-28","stunted_child",94
"Migori","2021-03-28","total_dewormed",6171
"Migori","2021-03-28","underweight_child",279
"Migori","2021-03-28","acute_malnutrition",27
"Migori","2021-03-28","diarrhoea_cases",3093
"Migori","2021-03-28","stunted_child",83
"Migori","2021-04-25","total_dewormed",23069
"Migori","2021-04-25","underweight_child",189
"Migori","2021-04-25","acute_malnutrition",26
"Migori","2021-04-25","diarrhoea_cases",2067
"Migori","2021-04-25","stunted_child",165
"Migori","2021-05-30","total_dewormed",14330
"Migori","2021-05-30","underweight_child",369
"Migori","2021-05-30","acute_malnutrition",21
"Migori","2021-05-30","diarrhoea_cases",2245
"Migori","2021-05-30","stunted_child",324
"Migori","2021-06-27","total_dewormed",6811
"Migori","2021-06-27","underweight_child",196
"Migori","2021-06-27","acute_malnutrition",6
"Migori","2021-06-27","diarrhoea_cases",3070
"Migori","2021-06-27","stunted_child",108
"Migori","2021-08-01","total_dewormed",7557
"Migori","2021-08-01","underweight_child",365
"Migori","2021-08-01","acute_malnutrition",16
"Migori","2021-08-01","diarrhoea_cases",4119
"Migori","2021-08-01","stunted_child",161
"Migori","2021-08-29","total_dewormed",7721
"Migori","2021-08-29","underweight_child",451
"Migori","2021-08-29","acute_malnutrition",27
"Migori","2021-08-29","diarrhoea_cases",3750
"Migori","2021-08-29","stunted_child",132
"Migori","2021-09-26","total_dewormed",7158
"Migori","2021-09-26","underweight_child",495
"Migori","2021-09-26","acute_malnutrition",13
"Migori","2021-09-26","diarrhoea_cases",2655
"Migori","2021-09-26","stunted_child",378
"Migori","2021-10-31","total_dewormed",7162
"Migori","2021-10-31","underweight_child",441
"Migori","2021-10-31","acute_malnutrition",44
"Migori","2021-10-31","diarrhoea_cases",2988
"Migori","2021-10-31","stunted_child",127
"Migori","2021-11-28","total_dewormed",28755
"Migori","2021-11-28","underweight_child",380
"Migori","2021-11-28","acute_malnutrition",21
"Migori","2021-11-28","diarrhoea_cases",2500
"Migori","2021-11-28","stunted_child",494
"Mombasa","2023-01-01","total_dewormed",3304
"Mombasa","2023-01-01","underweight_child",1882
"Mombasa","2023-01-01","acute_malnutrition",451
"Mombasa","2023-01-01","diarrhoea_cases",3089
"Mombasa","2023-01-01","stunted_child",593
